"month","community.meetups.cape_town.name","community.meetups.cape_town.attendance","community.meetups.cape_town.membership","community.meetups.cape_town.headcount","community.meetups.durban.name","community.meetups.durban.attendance","community.meetups.durban.membership","community.meetups.durban.headcount","community.meetups.johannesburg_bryanston.name","community.meetups.johannesburg_bryanston.attendance","community.meetups.johannesburg_bryanston.membership","community.meetups.johannesburg_bryanston.headcount","community.meetups.johannesburg_parkhurst.name","community.meetups.johannesburg_parkhurst.attendance","community.meetups.johannesburg_parkhurst.membership","community.meetups.johannesburg_parkhurst.headcount","community.meetups.johannesburg_pretoria_centurion.name","community.meetups.johannesburg_pretoria_centurion.attendance","community.meetups.johannesburg_pretoria_centurion.membership","community.meetups.johannesburg_pretoria_centurion.headcount","community.dasa_membership.individual.business","community.dasa_membership.individual.government","community.dasa_membership.individual.education","community.dasa_membership.agency.business","community.dasa_membership.agency.government","community.dasa_membership.agency.education","community.da_membership.individual","community.da_membership.agency","community.gdosa_membership","community.newsletter_subscription_count","community.za_drupal_sites_in_top_3000","organisation.npo_registration","organisation.income","organisation.expenses","events.camps","events.attendees","events.agency_sponsors","events.sponsorship_amount","clinics","hackfests","summits","workshops",""
"2015-07","Cape Town",30,144,null,"Durban",0,26,0,"Johannesburg / Bryanston",23,223,null,"Johannesburg / Parkhurst",0,12,0,"","","","",5,1,0,1,0,0,5,4,349,null,51,"no",16600,74.65,0,0,0,0,0,0,0,0,""
