"month","community.meetups.cape_town.name","community.meetups.cape_town.attendance","community.meetups.cape_town.membership","community.meetups.cape_town.headcount","community.meetups.durban.name","community.meetups.durban.attendance","community.meetups.durban.membership","community.meetups.durban.headcount","community.meetups.johannesburg_bryanston.name","community.meetups.johannesburg_bryanston.attendance","community.meetups.johannesburg_bryanston.membership","community.meetups.johannesburg_bryanston.headcount","community.meetups.johannesburg_parkhurst.name","community.meetups.johannesburg_parkhurst.attendance","community.meetups.johannesburg_parkhurst.membership","community.meetups.johannesburg_parkhurst.headcount","community.meetups.johannesburg_pretoria_centurion.name","community.meetups.johannesburg_pretoria_centurion.attendance","community.meetups.johannesburg_pretoria_centurion.membership","community.meetups.johannesburg_pretoria_centurion.headcount","community.dasa_membership.individual.business","community.dasa_membership.individual.government","community.dasa_membership.individual.education","community.dasa_membership.agency.business","community.dasa_membership.agency.government","community.dasa_membership.agency.education","community.da_membership.individual","community.da_membership.agency","community.gdosa_membership","community.newsletter_subscription_count","community.za_drupal_sites_in_top_3000","organisation.npo_registration","organisation.income","organisation.expenses","events.camps","events.attendees","events.agency_sponsors","events.sponsorship_amount","clinics","hackfests","summits","workshops",""
"2015-06","Cape Town",13,131,null,"Durban",0,22,null,"Johannesburg / Bryanston",12,102,null,"Johannesburg / Parkhurst",0,0,0,"","","","",5,1,0,1,0,0,4,4,347,null,64,"no",7450,583.65,0,0,0,0,0,0,0,0,""
